relationship,overlap_ratio,school_a_id,school_a_name,school_a_region,school_b_id,school_b_name,school_b_region,reason
AMBIGUOUS,0.50,7c65a47c04589652,ECOLE DES SCIENCES DE LA SANTE (ECOLE PRIVEE CATHOLIQUE) DE YAOUNDE,Centre,fc219efa5e9d553d,INSTITUT PRIVE DES SCIENCES APPLIQUEES A LA SANTE DE BAFIA,Centre,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.50,7c65a47c04589652,ECOLE DES SCIENCES DE LA SANTE (ECOLE PRIVEE CATHOLIQUE) DE YAOUNDE,Centre,babb2056f35d904d,INSTITUT SUPERIEUR DES SCIENCES DE LA SANTE DE ZALOM-MFOU,Centre,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.50,7c65a47c04589652,ECOLE DES SCIENCES DE LA SANTE (ECOLE PRIVEE CATHOLIQUE) DE YAOUNDE,Centre,27dcd7763cd8e6e5,ACADEMIE SUPERIEURE DES SCIENCES DE LA SANTE (NURSING ACADEMY) DE YAOUNDE,Centre,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.43,7c65a47c04589652,ECOLE DES SCIENCES DE LA SANTE (ECOLE PRIVEE CATHOLIQUE) DE YAOUNDE,Centre,d611c53d5acdc903,COMPLEXE DE FORMATION DES SCIENCES DE SANTE MARC VIVIEN FOE DE YAOUNDE - BITENG,Centre,"Chevauchement de mots partiel (43%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.50,7c65a47c04589652,ECOLE DES SCIENCES DE LA SANTE (ECOLE PRIVEE CATHOLIQUE) DE YAOUNDE,Centre,256738513278fcfd,INSTITUT DES SCIENCES MEDICALES DE YAOUNDE (ISMY),Centre,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.50,7c65a47c04589652,ECOLE DES SCIENCES DE LA SANTE (ECOLE PRIVEE CATHOLIQUE) DE YAOUNDE,Centre,9c9bfd19f7631bda,ECOLE DES SCIENCES DE LA SANTE � LE PHOENIX � DE SOA,Centre,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.50,7c65a47c04589652,ECOLE DES SCIENCES DE LA SANTE (ECOLE PRIVEE CATHOLIQUE) DE YAOUNDE,Centre,adb49ce27d84ab3e,INSTITUT DES SCIENCES ET TECHNOLOGIES DE LA SANTE ISTS,Centre,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.67,1c2acc51dbbf14db,ECOLE DES SCIENCES DE LA SANTE � LE PHENIX � DE SOA,Centre,a20872c7493d2055,ECOLE DES SCIENCES DE LA SANTE DE NDIKINIMEKI,Centre,"Chevauchement de mots partiel (67%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.40,1c2acc51dbbf14db,ECOLE DES SCIENCES DE LA SANTE � LE PHENIX � DE SOA,Centre,baed7838ae0e2e26,ECOLE DES SCIENCES DE LA SANTE ET D'APPLICATION � LUMIERE� DE MBALMAYO,Centre,"Chevauchement de mots partiel (40%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.40,1c2acc51dbbf14db,ECOLE DES SCIENCES DE LA SANTE � LE PHENIX � DE SOA,Centre,a99db59e36768a5f,INSTITUT DES SCIENCES ET TECHNIQUES APPLIQUEES A LA SANTE DE YAOUNDE,Centre,"Chevauchement de mots partiel (40%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.50,1c2acc51dbbf14db,ECOLE DES SCIENCES DE LA SANTE � LE PHENIX � DE SOA,Centre,a63370c06a103a5d,INSTITUT DES SCIENCES ET TECHNOLOGIE DE LA SANTE (ISTS),Centre,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.50,1c2acc51dbbf14db,ECOLE DES SCIENCES DE LA SANTE � LE PHENIX � DE SOA,Centre,fc219efa5e9d553d,INSTITUT PRIVE DES SCIENCES APPLIQUEES A LA SANTE DE BAFIA,Centre,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.50,1c2acc51dbbf14db,ECOLE DES SCIENCES DE LA SANTE � LE PHENIX � DE SOA,Centre,babb2056f35d904d,INSTITUT SUPERIEUR DES SCIENCES DE LA SANTE DE ZALOM-MFOU,Centre,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.67,1c2acc51dbbf14db,ECOLE DES SCIENCES DE LA SANTE � LE PHENIX � DE SOA,Centre,9c9bfd19f7631bda,ECOLE DES SCIENCES DE LA SANTE � LE PHOENIX � DE SOA,Centre,"Chevauchement de mots partiel (67%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.50,1c2acc51dbbf14db,ECOLE DES SCIENCES DE LA SANTE � LE PHENIX � DE SOA,Centre,adb49ce27d84ab3e,INSTITUT DES SCIENCES ET TECHNOLOGIES DE LA SANTE ISTS,Centre,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.40,a20872c7493d2055,ECOLE DES SCIENCES DE LA SANTE DE NDIKINIMEKI,Centre,baed7838ae0e2e26,ECOLE DES SCIENCES DE LA SANTE ET D'APPLICATION � LUMIERE� DE MBALMAYO,Centre,"Chevauchement de mots partiel (40%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.40,a20872c7493d2055,ECOLE DES SCIENCES DE LA SANTE DE NDIKINIMEKI,Centre,a99db59e36768a5f,INSTITUT DES SCIENCES ET TECHNIQUES APPLIQUEES A LA SANTE DE YAOUNDE,Centre,"Chevauchement de mots partiel (40%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.50,a20872c7493d2055,ECOLE DES SCIENCES DE LA SANTE DE NDIKINIMEKI,Centre,a63370c06a103a5d,INSTITUT DES SCIENCES ET TECHNOLOGIE DE LA SANTE (ISTS),Centre,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.50,a20872c7493d2055,ECOLE DES SCIENCES DE LA SANTE DE NDIKINIMEKI,Centre,fc219efa5e9d553d,INSTITUT PRIVE DES SCIENCES APPLIQUEES A LA SANTE DE BAFIA,Centre,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.50,a20872c7493d2055,ECOLE DES SCIENCES DE LA SANTE DE NDIKINIMEKI,Centre,babb2056f35d904d,INSTITUT SUPERIEUR DES SCIENCES DE LA SANTE DE ZALOM-MFOU,Centre,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.67,a20872c7493d2055,ECOLE DES SCIENCES DE LA SANTE DE NDIKINIMEKI,Centre,9c9bfd19f7631bda,ECOLE DES SCIENCES DE LA SANTE � LE PHOENIX � DE SOA,Centre,"Chevauchement de mots partiel (67%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.50,a20872c7493d2055,ECOLE DES SCIENCES DE LA SANTE DE NDIKINIMEKI,Centre,adb49ce27d84ab3e,INSTITUT DES SCIENCES ET TECHNOLOGIES DE LA SANTE ISTS,Centre,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.40,baed7838ae0e2e26,ECOLE DES SCIENCES DE LA SANTE ET D'APPLICATION � LUMIERE� DE MBALMAYO,Centre,a99db59e36768a5f,INSTITUT DES SCIENCES ET TECHNIQUES APPLIQUEES A LA SANTE DE YAOUNDE,Centre,"Chevauchement de mots partiel (40%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.40,baed7838ae0e2e26,ECOLE DES SCIENCES DE LA SANTE ET D'APPLICATION � LUMIERE� DE MBALMAYO,Centre,a63370c06a103a5d,INSTITUT DES SCIENCES ET TECHNOLOGIE DE LA SANTE (ISTS),Centre,"Chevauchement de mots partiel (40%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.40,baed7838ae0e2e26,ECOLE DES SCIENCES DE LA SANTE ET D'APPLICATION � LUMIERE� DE MBALMAYO,Centre,fc219efa5e9d553d,INSTITUT PRIVE DES SCIENCES APPLIQUEES A LA SANTE DE BAFIA,Centre,"Chevauchement de mots partiel (40%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.40,baed7838ae0e2e26,ECOLE DES SCIENCES DE LA SANTE ET D'APPLICATION � LUMIERE� DE MBALMAYO,Centre,babb2056f35d904d,INSTITUT SUPERIEUR DES SCIENCES DE LA SANTE DE ZALOM-MFOU,Centre,"Chevauchement de mots partiel (40%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.40,baed7838ae0e2e26,ECOLE DES SCIENCES DE LA SANTE ET D'APPLICATION � LUMIERE� DE MBALMAYO,Centre,9c9bfd19f7631bda,ECOLE DES SCIENCES DE LA SANTE � LE PHOENIX � DE SOA,Centre,"Chevauchement de mots partiel (40%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.40,baed7838ae0e2e26,ECOLE DES SCIENCES DE LA SANTE ET D'APPLICATION � LUMIERE� DE MBALMAYO,Centre,adb49ce27d84ab3e,INSTITUT DES SCIENCES ET TECHNOLOGIES DE LA SANTE ISTS,Centre,"Chevauchement de mots partiel (40%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.40,bb495cb7e7fd6795,ECOLE DES TECHNICIENS MEDICO-SANITAIRES DE YAOUNDE,Centre,f4895f935c18fad4,INSTITUT PRIVE DE FORMATION DES PERSONNELS MEDICO-SANITAIRES D'OKOLA,Centre,"Chevauchement de mots partiel (40%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.57,bb495cb7e7fd6795,ECOLE DES TECHNICIENS MEDICO-SANITAIRES DE YAOUNDE,Centre,e5245e8e17ca0ae3,ECOLE DES INFIRMIERS DES TECHNICIENS MEDICO-SANITAIRES ET DU GENIE-SANITAIRE DE YAOUNDE,Centre,"Chevauchement de mots partiel (57%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.50,bb495cb7e7fd6795,ECOLE DES TECHNICIENS MEDICO-SANITAIRES DE YAOUNDE,Centre,b7dd9dfeaa55dced,ECOLE PRIVEE DE FORMATION DES TECHNICIENS DENTAIRES DE YAOUNDE,Centre,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.50,1b610e233a7fa87b,ECOLE PRIVEE DE FORMATION DES PERSONNELS DE LA SANTE HOSANNA DE MAKAK,Centre,b119ae81382174bc,"ECOLE PRIVEE DE FORMATION DES PERSONNELS DE SANTE ""MBIDA VALERIEN"" D'OBALA",Centre,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.60,1b610e233a7fa87b,ECOLE PRIVEE DE FORMATION DES PERSONNELS DE LA SANTE HOSANNA DE MAKAK,Centre,a177fbdcdcb40372,ECOLE PRIVEE DE FORMATION DES PERSONNELS DE SANTE FIDELIE AMOGO,Centre,"Chevauchement de mots partiel (60%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.40,1b610e233a7fa87b,ECOLE PRIVEE DE FORMATION DES PERSONNELS DE LA SANTE HOSANNA DE MAKAK,Centre,f1b1441ddd84ae0c,"ECOLE PRIVEE DE FORMATION DU PERSONNEL DE LA SANTE ""LA ROSIERE"" DE YAOUNDE",Centre,"Chevauchement de mots partiel (40%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.50,1b610e233a7fa87b,ECOLE PRIVEE DE FORMATION DES PERSONNELS DE LA SANTE HOSANNA DE MAKAK,Centre,c87607112057ffca,INSTITUT DE FORMATION DES PERSONNELS DE LA SANTE NAKOMA ACADEMY DE MBALMAYO,Centre,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.50,1b610e233a7fa87b,ECOLE PRIVEE DE FORMATION DES PERSONNELS DE LA SANTE HOSANNA DE MAKAK,Centre,914d049eb887a2cd,INSTITUT DE FORMATION DES PERSONNELS SPECIALISES EN SANTE (IFOPESS) - MFOU,Centre,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.40,1b610e233a7fa87b,ECOLE PRIVEE DE FORMATION DES PERSONNELS DE LA SANTE HOSANNA DE MAKAK,Centre,f4895f935c18fad4,INSTITUT PRIVE DE FORMATION DES PERSONNELS MEDICO-SANITAIRES D'OKOLA,Centre,"Chevauchement de mots partiel (40%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.60,1b610e233a7fa87b,ECOLE PRIVEE DE FORMATION DES PERSONNELS DE LA SANTE HOSANNA DE MAKAK,Centre,6b756783a55f1a5f,ECOLE DE FORMATION DES PERSONNELS DE LA SANTE (EFOPS) DE BATCHENGA,Centre,"Chevauchement de mots partiel (60%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.40,1b610e233a7fa87b,ECOLE PRIVEE DE FORMATION DES PERSONNELS DE LA SANTE HOSANNA DE MAKAK,Centre,7c41a094d46618d6,"ECOLE PRIVEE DES PERSONNELS DE SANTE ""INSTITUT TEGZAGON"" DE NYOM II",Centre,"Chevauchement de mots partiel (40%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.50,1b610e233a7fa87b,ECOLE PRIVEE DE FORMATION DES PERSONNELS DE LA SANTE HOSANNA DE MAKAK,Centre,f9443a48b0968cce,INSTITUT PRIVE DE FORMATION DES PERSONNELS SPECIALISES EN SANTE (IFOPESS)- MFOU,Centre,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.50,1b610e233a7fa87b,ECOLE PRIVEE DE FORMATION DES PERSONNELS DE LA SANTE HOSANNA DE MAKAK,Centre,e174eea682b1f7b5,ECOLE PRIVEE DE FORMATION DES PERSONNELS DE SANTE FIDELIE AMOGO D'EVODOULA,Centre,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.50,b119ae81382174bc,"ECOLE PRIVEE DE FORMATION DES PERSONNELS DE SANTE ""MBIDA VALERIEN"" D'OBALA",Centre,a177fbdcdcb40372,ECOLE PRIVEE DE FORMATION DES PERSONNELS DE SANTE FIDELIE AMOGO,Centre,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.50,b119ae81382174bc,"ECOLE PRIVEE DE FORMATION DES PERSONNELS DE SANTE ""MBIDA VALERIEN"" D'OBALA",Centre,c87607112057ffca,INSTITUT DE FORMATION DES PERSONNELS DE LA SANTE NAKOMA ACADEMY DE MBALMAYO,Centre,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.50,b119ae81382174bc,"ECOLE PRIVEE DE FORMATION DES PERSONNELS DE SANTE ""MBIDA VALERIEN"" D'OBALA",Centre,914d049eb887a2cd,INSTITUT DE FORMATION DES PERSONNELS SPECIALISES EN SANTE (IFOPESS) - MFOU,Centre,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.50,b119ae81382174bc,"ECOLE PRIVEE DE FORMATION DES PERSONNELS DE SANTE ""MBIDA VALERIEN"" D'OBALA",Centre,6b756783a55f1a5f,ECOLE DE FORMATION DES PERSONNELS DE LA SANTE (EFOPS) DE BATCHENGA,Centre,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.50,b119ae81382174bc,"ECOLE PRIVEE DE FORMATION DES PERSONNELS DE SANTE ""MBIDA VALERIEN"" D'OBALA",Centre,f9443a48b0968cce,INSTITUT PRIVE DE FORMATION DES PERSONNELS SPECIALISES EN SANTE (IFOPESS)- MFOU,Centre,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.50,b119ae81382174bc,"ECOLE PRIVEE DE FORMATION DES PERSONNELS DE SANTE ""MBIDA VALERIEN"" D'OBALA",Centre,e174eea682b1f7b5,ECOLE PRIVEE DE FORMATION DES PERSONNELS DE SANTE FIDELIE AMOGO D'EVODOULA,Centre,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.40,a177fbdcdcb40372,ECOLE PRIVEE DE FORMATION DES PERSONNELS DE SANTE FIDELIE AMOGO,Centre,f1b1441ddd84ae0c,"ECOLE PRIVEE DE FORMATION DU PERSONNEL DE LA SANTE ""LA ROSIERE"" DE YAOUNDE",Centre,"Chevauchement de mots partiel (40%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.50,a177fbdcdcb40372,ECOLE PRIVEE DE FORMATION DES PERSONNELS DE SANTE FIDELIE AMOGO,Centre,c87607112057ffca,INSTITUT DE FORMATION DES PERSONNELS DE LA SANTE NAKOMA ACADEMY DE MBALMAYO,Centre,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.50,a177fbdcdcb40372,ECOLE PRIVEE DE FORMATION DES PERSONNELS DE SANTE FIDELIE AMOGO,Centre,914d049eb887a2cd,INSTITUT DE FORMATION DES PERSONNELS SPECIALISES EN SANTE (IFOPESS) - MFOU,Centre,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.40,a177fbdcdcb40372,ECOLE PRIVEE DE FORMATION DES PERSONNELS DE SANTE FIDELIE AMOGO,Centre,f4895f935c18fad4,INSTITUT PRIVE DE FORMATION DES PERSONNELS MEDICO-SANITAIRES D'OKOLA,Centre,"Chevauchement de mots partiel (40%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.60,a177fbdcdcb40372,ECOLE PRIVEE DE FORMATION DES PERSONNELS DE SANTE FIDELIE AMOGO,Centre,6b756783a55f1a5f,ECOLE DE FORMATION DES PERSONNELS DE LA SANTE (EFOPS) DE BATCHENGA,Centre,"Chevauchement de mots partiel (60%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.40,a177fbdcdcb40372,ECOLE PRIVEE DE FORMATION DES PERSONNELS DE SANTE FIDELIE AMOGO,Centre,7c41a094d46618d6,"ECOLE PRIVEE DES PERSONNELS DE SANTE ""INSTITUT TEGZAGON"" DE NYOM II",Centre,"Chevauchement de mots partiel (40%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
AMBIGUOUS,0.50,a177fbdcdcb40372,ECOLE PRIVEE DE FORMATION DES PERSONNELS DE SANTE FIDELIE AMOGO,Centre,f9443a48b0968cce,INSTITUT PRIVE DE FORMATION DES PERSONNELS SPECIALISES EN SANTE (IFOPESS)- MFOU,Centre,"Chevauchement de mots partiel (50%), même région — ambigu, ne peut pas être classé automatiquement. Reste deux candidats séparés (§9)."
LIKELY_SAME_SCHOOL,0.83,a177fbdcdcb40372,ECOLE PRIVEE DE FORMATION DES PERSONNELS DE SANTE FIDELIE AMOGO,Centre,e174eea682b1f7b5,ECOLE PRIVEE DE FORMATION DES PERSONNELS DE SANTE FIDELIE AMOGO D'EVODOULA,Centre,"Chevauchement de mots significatifs élevé (83%), même région — probablement la même école (variante de saisie), mais PAS fusionné automatiquement (§9 : pas de fuzzy auto merge)."
